Name,SUBDIVISION,YEAR,ANNUAL,Jan-Feb,Mar-May,June-September,Oct-Dec
ROW943,Bihar,1930,1114.3,19.2,48.8,981.5,64.8
ROW944,Bihar,1931,1146.4,33.7,40.5,984.2,88
ROW945,Bihar,1932,927,8.2,41.9,756.9,120
ROW946,Bihar,1933,1392.6,41.4,153.1,1119.9,78.2
ROW947,Bihar,1934,1226.3,43.8,34.1,1080.6,67.8
ROW948,Bihar,1935,1240.3,40.6,23.2,1173.7,2.8
ROW949,Bihar,1936,1572.5,14.6,96.6,1361.8,99.5
ROW950,Bihar,1937,1306.4,66.3,91.5,952.6,196
ROW951,Bihar,1938,1506.7,29.4,118.4,1331,27.9
ROW952,Bihar,1939,1243.2,47.3,54.5,1084.5,56.9
ROW953,Bihar,1940,1088.2,44.7,102.4,918.7,22.4
ROW954,Bihar,1941,1223,19,72.4,1082.7,48.9
ROW955,Bihar,1942,1252.6,77.9,61,1105.8,7.9
ROW956,Bihar,1943,1169.8,51.6,77.9,1003.3,37
ROW957,Bihar,1944,1228.9,59.9,98,1021.5,49.5
ROW958,Bihar,1945,1242.8,74.7,91.6,918.5,158
ROW959,Bihar,1946,1393.8,21.3,145.9,1063,163.6
ROW960,Bihar,1947,1092.2,11.2,75.4,943.7,61.9
ROW961,Bihar,1948,1299.3,18.6,61.2,1102.3,117.2
ROW962,Bihar,1949,1444.4,59.3,134.3,1146.3,104.5
ROW963,Bihar,1950,1124.6,21.6,67.6,1030.2,5.2
ROW964,Bihar,1951,850.2,8.8,36.8,771.1,33.5
ROW965,Bihar,1952,1206.9,11.4,101.7,1074.6,19.2
ROW966,Bihar,1953,1378.8,33.9,62.8,1262,20.1
ROW967,Bihar,1954,1050.6,20.9,42.3,970.8,16.6
ROW968,Bihar,1955,1244.3,26.7,42.4,1139.1,36.1
ROW969,Bihar,1956,1493.3,24,90.3,1166.1,212.9
ROW970,Bihar,1957,966.8,78,13.4,861.1,14.3
ROW971,Bihar,1958,1167.5,18.7,47.2,1018.8,82.8
ROW972,Bihar,1959,1179.7,82.7,63.7,799.4,233.9
ROW973,Bihar,1960,1247.8,1.5,97.8,1108.6,39.9
ROW974,Bihar,1961,1258,47.5,37.3,926.3,246.9
ROW975,Bihar,1962,1178,20.8,69.1,1012.4,75.7
ROW976,Bihar,1963,1326.2,5.1,105.8,1058.6,156.7
ROW977,Bihar,1964,1122.3,4.7,83.6,965,69
ROW978,Bihar,1965,1002.8,1.6,30.5,944.3,26.4
ROW979,Bihar,1966,767,28.1,40.5,661.4,37
ROW980,Bihar,1967,999.8,0.3,92.8,894.8,11.9
ROW981,Bihar,1968,1140,30.8,27.3,963.7,118.2
ROW982,Bihar,1969,1288.5,14.5,94.8,1140,39.2
ROW983,Bihar,1970,1074.6,35.5,60.3,943.9,34.9
ROW984,Bihar,1971,1432.5,31.9,178,1082.1,140.5
ROW985,Bihar,1972,717.9,50.9,9.3,584.7,73
ROW986,Bihar,1973,1189.1,33.1,73.2,916.3,166.5
ROW987,Bihar,1974,1235.2,4.6,70.9,1127.7,32
ROW988,Bihar,1975,1069.1,13.2,57.4,946.8,51.7
ROW989,Bihar,1976,1161.7,14.7,89.9,1033.5,23.6
ROW990,Bihar,1977,1147.7,8.2,102,865,172.5
ROW991,Bihar,1978,1290.8,41.2,93.1,1005.2,151.3
ROW992,Bihar,1979,1001.8,42.8,29.8,805.2,124
ROW993,Bihar,1980,1252,7.1,98.3,1115.9,30.7
ROW994,Bihar,1981,1364.6,37,148.5,1168.1,11
ROW995,Bihar,1982,933.6,10.5,73.9,784.6,64.6
ROW996,Bihar,1983,1104.3,14.8,134.1,871.4,84
ROW997,Bihar,1984,1426.2,62.5,78.1,1265.7,19.9
ROW998,Bihar,1985,1455,9.3,77.7,1171.7,196.3
ROW999,Bihar,1986,1322.1,15,110.8,1048.7,147.6
ROW1000,Bihar,1987,1660.5,4.4,83.2,1515.1,57.8
ROW1001,Bihar,1988,1337.5,16.5,120.4,1151.6,49
ROW1002,Bihar,1989,1269.9,17.6,107.4,1101.7,43.2
ROW1003,Bihar,1990,1239.2,30.5,111.1,1047.7,49.9
ROW1004,Bihar,1991,1045.8,20.8,48,950.6,26.4
ROW1005,Bihar,1992,797.5,5.7,63.8,673.8,54.2
ROW1006,Bihar,1993,1208.4,13.4,100.1,1041.2,53.7
ROW1007,Bihar,1994,969.3,57.4,40.7,832.7,38.5
ROW1008,Bihar,1995,1112,18.4,8.8,1005.2,79.6
ROW1009,Bihar,1996,1107.3,47.7,21.4,972,66.2
ROW1010,Bihar,1997,1303.7,11.6,74.4,1148.3,69.4
ROW1011,Bihar,1998,1332.6,19.6,88.4,1127.1,97.5
ROW1012,Bihar,1999,1402.7,0.3,87.8,1193,121.6
ROW1013,Bihar,2000,1207,12.6,137,1047.7,9.7
ROW1014,Bihar,2001,1247.1,1.5,114,949.8,181.8
ROW1015,Bihar,2002,1105.8,24.7,102,943.2,35.9
ROW1016,Bihar,2003,1353.8,52.9,73.5,1082.2,145.2
ROW1017,Bihar,2004,1147.6,24.8,106.9,956.4,59.5
ROW1018,Bihar,2005,907.8,28.2,48.4,796.7,34.5
ROW1019,Bihar,2006,1052.8,0.1,94.3,936.3,22.1
ROW1020,Bihar,2007,1600.1,34.4,140.1,1369.4,56.2
ROW1021,Bihar,2008,1197.6,30,62.5,1083.6,21.5
ROW1022,Bihar,2009,889.5,0.7,102.5,707.8,78.5
ROW1023,Bihar,2010,629.2,1.2,51.1,536.2,40.7
ROW1024,Bihar,2011,1097.3,11.9,107.6,964.9,12.9
ROW1025,Bihar,2012,1032.4,20.8,46.5,924.4,40.7
ROW1026,Bihar,2013,1069.8,27.7,122.4,722.2,197.5
ROW1027,Bihar,2014,1061,50.5,113,848.5,49
ROW1028,Bihar,2015,872.7,14.6,105.4,742.3,10.4
ROW1029,Bihar,2016,1158,9.9,93.5,993.8,60.8
ROW1030,Bihar,2017,1112,0.7,124.3,936.9,50.1
ROW1031,East Uttar Pradesh,1901,873.2,93.9,22.9,749.3,7.1
ROW1032,East Uttar Pradesh,1902,905.2,8.4,25.8,856.6,14.4
ROW1033,East Uttar Pradesh,1903,1216.4,8.6,17.3,865.8,324.7
ROW1034,East Uttar Pradesh,1904,1071.3,8.8,37.4,931.2,93.9
ROW1035,East Uttar Pradesh,1905,891.5,40.4,40.8,805.4,4.9
ROW1036,East Uttar Pradesh,1906,997.5,63.9,20.2,908.2,5.2
ROW1037,East Uttar Pradesh,1907,666.4,77,50.6,538.7,0.1
ROW1038,East Uttar Pradesh,1908,744.7,34.9,13.7,683.9,12.2
ROW1039,East Uttar Pradesh,1909,1106.6,13.8,73.2,990.1,29.5
ROW1040,East Uttar Pradesh,1910,1116.3,4.6,30.7,949.8,131.2
ROW1041,East Uttar Pradesh,1911,1113.9,40.2,35.3,901.8,136.6
ROW1042,East Uttar Pradesh,1912,879.5,23.3,31,793.8,31.4
ROW1043,East Uttar Pradesh,1913,861.6,37.7,101.2,692.7,30
ROW1044,East Uttar Pradesh,1914,988.8,17.4,85.4,883.1,2.9
ROW1045,East Uttar Pradesh,1915,1409.8,58,51.5,1197.9,102.4
ROW1046,East Uttar Pradesh,1916,1201.8,20.1,14.2,1106.9,60.6
ROW1047,East Uttar Pradesh,1917,1216.5,40.1,56.1,1060.3,60
ROW1048,East Uttar Pradesh,1918,650.7,0.7,29.9,618,2.1
ROW1049,East Uttar Pradesh,1919,1023.5,55.8,21.6,882.5,63.6
ROW1050,East Uttar Pradesh,1920,860.2,12.5,30.4,814.2,3.1
ROW1051,East Uttar Pradesh,1921,1114.8,41.9,11.5,1049.3,12.1
ROW1052,East Uttar Pradesh,1922,1364,33.3,7.3,1304.2,19.2
ROW1053,East Uttar Pradesh,1923,1076,39.3,5.6,920.7,110.4
ROW1054,East Uttar Pradesh,1924,1120,18.8,3.4,1049.2,48.6
ROW1055,East Uttar Pradesh,1925,1114.2,5.2,38,1054.1,16.9
ROW1056,East Uttar Pradesh,1926,989.4,13.8,77.6,869.2,28.8
ROW1057,East Uttar Pradesh,1927,1031.1,27.7,46.8,806.4,150.2
ROW1058,East Uttar Pradesh,1928,804.8,109.2,25.1,586.5,84
ROW1059,East Uttar Pradesh,1929,1014.9,43.8,21.3,853.5,96.3
ROW1060,East Uttar Pradesh,1930,1069.4,28.1,14.8,971,55.5
ROW1061,East Uttar Pradesh,1931,1047.1,27.9,10.6,906,102.6
ROW1062,East Uttar Pradesh,1932,738.5,5.5,11.2,672.6,49.2
ROW1063,East Uttar Pradesh,1933,977.6,33.3,86.7,757.1,100.5
ROW1064,East Uttar Pradesh,1934,1068.3,35.3,15,1003.1,14.9
ROW1065,East Uttar Pradesh,1935,919.8,37.9,11,856.3,14.6
ROW1066,East Uttar Pradesh,1936,1545.4,37.4,32.9,1425,50.1
ROW1067,East Uttar Pradesh,1937,1035.3,58.3,28.6,874.5,73.9
ROW1068,East Uttar Pradesh,1938,1374.1,36,39.1,1265.6,33.4
ROW1069,East Uttar Pradesh,1939,945,35,7.9,881.4,20.7
ROW1070,East Uttar Pradesh,1940,867,29.2,47,759.1,31.7
ROW1071,East Uttar Pradesh,1941,798.1,24.6,19.7,749.6,4.2
ROW1072,East Uttar Pradesh,1942,1028.7,112,17.5,892.8,6.4
ROW1073,East Uttar Pradesh,1943,1101,31.6,36.4,1017.6,15.4
ROW1074,East Uttar Pradesh,1944,1061.4,60.8,82.4,867.5,50.7
ROW1075,East Uttar Pradesh,1945,980.5,48.3,28.6,789,114.6
ROW1076,East Uttar Pradesh,1946,1038.9,25.7,62.4,845.8,105
ROW1077,East Uttar Pradesh,1947,1006.3,24.6,26.5,925.9,29.3
ROW1078,East Uttar Pradesh,1948,1323.1,38.2,15.2,1187.8,81.9
ROW1079,East Uttar Pradesh,1949,1131.1,45.1,33.5,965.3,87.2
ROW1080,East Uttar Pradesh,1950,951.4,36.3,30.6,856,28.5
ROW1081,East Uttar Pradesh,1951,752.6,38.3,30.2,669.3,14.8
ROW1082,East Uttar Pradesh,1952,936,15.6,45.8,867.6,7
ROW1083,East Uttar Pradesh,1953,1266.8,38.7,19.6,1203.2,5.3
ROW1084,East Uttar Pradesh,1954,969.7,68.6,5.3,862,33.8
ROW1085,East Uttar Pradesh,1955,1424.3,44,7.6,1273.5,99.2
ROW1086,East Uttar Pradesh,1956,1254.1,27.2,53.2,958.9,214.8
ROW1087,East Uttar Pradesh,1957,955.7,44.6,20,880.5,10.6
ROW1088,East Uttar Pradesh,1958,1016.9,17.8,11.5,872.8,114.8
ROW1089,East Uttar Pradesh,1959,869.2,57.4,44.9,639,127.9
ROW1090,East Uttar Pradesh,1960,1170,9.7,45.1,977.9,137.3
ROW1091,East Uttar Pradesh,1961,1214.1,50.3,8.2,939.6,216
ROW1092,East Uttar Pradesh,1962,1072,45.6,17.2,1001.5,7.7
ROW1093,East Uttar Pradesh,1963,996.5,17.2,38,906.7,34.6
ROW1094,East Uttar Pradesh,1964,1036.8,8.2,47.3,953.7,27.6
ROW1095,East Uttar Pradesh,1965,685.5,2.8,31.9,601.2,49.6
ROW1096,East Uttar Pradesh,1966,707.7,22.3,8.6,632.4,44.4
ROW1097,East Uttar Pradesh,1967,1029.3,2.2,47.8,944.9,34.4
ROW1098,East Uttar Pradesh,1968,839.9,34.3,8.8,761.6,35.2
ROW1099,East Uttar Pradesh,1969,1024.7,5.4,47.2,952,20.1
ROW1100,East Uttar Pradesh,1970,1132.3,72.6,40.8,967.6,51.3
ROW1101,East Uttar Pradesh,1971,1311.1,27.3,101.2,1106.3,76.3
ROW1102,East Uttar Pradesh,1972,666.8,33.1,5.1,588.8,39.8
ROW1103,East Uttar Pradesh,1973,955.6,30,18.6,797.1,109.9
ROW1104,East Uttar Pradesh,1974,882.1,3.7,12.1,812.9,53.4
ROW1105,East Uttar Pradesh,1975,1225.5,21.1,21.9,1142.2,40.3
ROW1106,East Uttar Pradesh,1976,923.6,9.6,29.3,879.5,5.2
ROW1107,East Uttar Pradesh,1977,914.1,14,40.8,777.1,82.2
ROW1108,East Uttar Pradesh,1978,1116.5,55.1,47.7,996,17.7
ROW1109,East Uttar Pradesh,1979,696.5,58.2,21.1,555.5,61.7
ROW1110,East Uttar Pradesh,1980,1488.6,7.2,24.7,1426,30.7
ROW1111,East Uttar Pradesh,1981,1110.3,23.3,45.8,1025.8,15.4
ROW1112,East Uttar Pradesh,1982,1110.6,44.6,96.3,933.8,35.9
ROW1113,East Uttar Pradesh,1983,1205,21.6,71.5,981.9,130
ROW1114,East Uttar Pradesh,1984,1076.6,47.5,21.5,984.4,23.2
ROW1115,East Uttar Pradesh,1985,1175.9,20.8,13.1,970.5,171.5
ROW1116,East Uttar Pradesh,1986,935.6,43.6,32.5,784.4,75.1
ROW1117,East Uttar Pradesh,1987,824.6,17.5,31.2,693.7,82.2
ROW1118,East Uttar Pradesh,1988,1085.1,13.4,48.8,949.7,73.2
ROW1119,East Uttar Pradesh,1989,969.9,18.8,16.6,911.2,23.3
ROW1120,East Uttar Pradesh,1990,1106.2,42.6,53.6,990.6,19.4
ROW1121,East Uttar Pradesh,1991,875.3,19.5,15.9,818.7,21.2
ROW1122,East Uttar Pradesh,1992,863.4,17.7,15.5,719,111.2
ROW1123,East Uttar Pradesh,1993,833.8,6.8,66,752.4,8.6
ROW1124,East Uttar Pradesh,1994,910.3,46.9,17.2,835.9,10.3
ROW1125,East Uttar Pradesh,1995,860.2,42.3,6,784.4,27.5
ROW1126,East Uttar Pradesh,1996,1010.4,95.2,4.3,831.1,79.8
ROW1127,East Uttar Pradesh,1997,493.5,6.4,29.7,434.4,23
ROW1128,East Uttar Pradesh,1998,661,18.1,40.9,584.5,17.5
ROW1129,East Uttar Pradesh,1999,952.7,15.5,23.8,839.4,74
ROW1130,East Uttar Pradesh,2000,946.9,7.9,52,867.4,19.6
ROW1131,East Uttar Pradesh,2001,973.8,2.5,32.2,861,78.1
ROW1132,East Uttar Pradesh,2002,689.2,41.1,32.3,591.1,24.7
ROW1133,East Uttar Pradesh,2003,1096.3,50.7,13.4,1015.3,16.9
ROW1134,East Uttar Pradesh,2004,746.9,24.6,34.5,654.6,33.2
ROW1135,East Uttar Pradesh,2005,770.1,28,19.2,694.8,28.1
ROW1136,East Uttar Pradesh,2006,632.1,0,45.6,574.7,11.8
ROW1137,East Uttar Pradesh,2007,741.3,46.7,57.3,621.6,15.7
ROW1138,East Uttar Pradesh,2008,953.3,5.5,19.3,917.6,10.9
ROW1139,East Uttar Pradesh,2009,610,1.1,24.2,495.9,88.8
ROW1140,East Uttar Pradesh,2010,692.1,12.2,14.7,645.1,20.1
ROW1141,East Uttar Pradesh,2011,781.2,3.7,36.7,740.2,0.6
ROW1142,East Uttar Pradesh,2012,602.7,21.5,6.4,573.1,1.7
ROW1143,East Uttar Pradesh,2013,1041.2,65.7,12.5,864,99
ROW1144,East Uttar Pradesh,2014,701.2,73.2,27.8,517.1,83.1
ROW1145,East Uttar Pradesh,2015,603.3,34.1,80,472,17.2
ROW1146,East Uttar Pradesh,2016,871.6,6.6,48.8,790.3,25.9
ROW1147,East Uttar Pradesh,2017,694.9,9.8,32.1,650,3
ROW1148,West Uttar Pradesh,1901,776,77,15.8,667.7,15.5
ROW1149,West Uttar Pradesh,1902,736.6,9.2,12.6,704.1,10.7
ROW1150,West Uttar Pradesh,1903,808.5,13.8,9.4,607.6,177.7
ROW1151,West Uttar Pradesh,1904,945.3,8.3,54.9,835.5,46.6
ROW1152,West Uttar Pradesh,1905,433.4,58.9,25.5,345.9,3.1
ROW1153,West Uttar Pradesh,1906,978.6,66.5,25.1,880.2,6.8
ROW1154,West Uttar Pradesh,1907,589.7,78.6,54.4,456.7,0
ROW1155,West Uttar Pradesh,1908,866.1,33.8,15.6,814.5,2.2
ROW1156,West Uttar Pradesh,1909,903,22.8,71.9,775.8,32.5
ROW1157,West Uttar Pradesh,1910,875.7,13.6,14.9,688.2,159
ROW1158,West Uttar Pradesh,1911,751.7,64.3,32.7,598,56.7
ROW1159,West Uttar Pradesh,1912,804.3,30.5,17.6,745.2,11
ROW1160,West Uttar Pradesh,1913,495.2,37.6,80.8,368.8,8
ROW1161,West Uttar Pradesh,1914,887.5,8.6,70.2,791.9,16.8
ROW1162,West Uttar Pradesh,1915,802.5,80.9,69.6,631.8,20.2
ROW1163,West Uttar Pradesh,1916,1114.2,18,12.9,1027,56.3
ROW1164,West Uttar Pradesh,1917,1120.2,35.3,77,924.3,83.6
ROW1165,West Uttar Pradesh,1918,371.9,7.9,21.3,337.8,4.9
ROW1166,West Uttar Pradesh,1919,968.9,73,23.3,842.1,30.5
ROW1167,West Uttar Pradesh,1920,622.8,14.5,29.7,576.8,1.8
ROW1168,West Uttar Pradesh,1921,992.2,50.7,5,923.6,12.9
ROW1169,West Uttar Pradesh,1922,1000.8,40.9,4.2,931.5,24.2
ROW1170,West Uttar Pradesh,1923,902.2,44.6,7.7,772.4,77.5
ROW1171,West Uttar Pradesh,1924,1064.1,49.4,10.1,937.9,66.7
ROW1172,West Uttar Pradesh,1925,943.9,4.4,18.1,896.3,25.1
ROW1173,West Uttar Pradesh,1926,917.1,21.2,93.2,778.8,23.9
ROW1174,West Uttar Pradesh,1927,934.2,23,42.7,708.7,159.8
ROW1175,West Uttar Pradesh,1928,644.6,118.5,18.3,437.1,70.7
ROW1176,West Uttar Pradesh,1929,650.4,28.8,9.1,561.1,51.4
ROW1177,West Uttar Pradesh,1930,788.4,42.1,7.5,703.7,35.1
ROW1178,West Uttar Pradesh,1931,930.8,26.4,13,807,84.4
ROW1179,West Uttar Pradesh,1932,705.9,4.2,20.1,665,16.6
ROW1180,West Uttar Pradesh,1933,1035.5,20.2,58.9,868.1,88.3
ROW1181,West Uttar Pradesh,1934,897.7,29.9,29.6,825.3,12.9
ROW1182,West Uttar Pradesh,1935,784.7,50.4,18.9,683.7,31.7
ROW1183,West Uttar Pradesh,1936,1218.6,20.4,31.9,1123.3,43
ROW1184,West Uttar Pradesh,1937,676.9,64.9,23.8,574.4,13.8
ROW1185,West Uttar Pradesh,1938,730.4,45.1,9.1,657.2,19
ROW1186,West Uttar Pradesh,1939,721.1,29.2,9.8,678.9,3.2
ROW1187,West Uttar Pradesh,1940,783.9,60.4,30.6,675.4,17.5
ROW1188,West Uttar Pradesh,1941,516.3,43.9,17.6,448.4,6.4
ROW1189,West Uttar Pradesh,1942,1088.2,87.5,12.6,974.4,13.7
ROW1190,West Uttar Pradesh,1943,850.4,26.3,27.9,791.6,4.6
ROW1191,West Uttar Pradesh,1944,770.4,75.5,69.9,602.2,22.8
ROW1192,West Uttar Pradesh,1945,966,35.5,9.5,879.3,41.7
ROW1193,West Uttar Pradesh,1946,896.8,19.4,33,788,56.4
ROW1194,West Uttar Pradesh,1947,809,30.3,14.1,746.1,18.5
ROW1195,West Uttar Pradesh,1948,1028.1,56,17.5,922,32.6
ROW1196,West Uttar Pradesh,1949,906.6,38.9,17.3,829,21.4
ROW1197,West Uttar Pradesh,1950,834.1,26.9,29,763.2,15
ROW1198,West Uttar Pradesh,1951,728.8,24.6,53,626,25.2
ROW1199,West Uttar Pradesh,1952,875.3,26.6,34.1,804.9,9.7
ROW1200,West Uttar Pradesh,1953,761.6,37.4,13.3,709.3,1.6
ROW1201,West Uttar Pradesh,1954,879.2,102.5,11.8,665,99.9
ROW1202,West Uttar Pradesh,1955,1060.9,50.5,7.8,808.9,193.7
ROW1203,West Uttar Pradesh,1956,1064.5,27.4,35,788.5,213.6
ROW1204,West Uttar Pradesh,1957,1005.2,60,36.9,874.6,33.7
ROW1205,West Uttar Pradesh,1958,1165.4,10.5,9.7,1013.2,132
ROW1206,West Uttar Pradesh,1959,768.3,50.2,41.1,610.3,66.7
ROW1207,West Uttar Pradesh,1960,1129.6,11.6,42,886.4,189.6
ROW1208,West Uttar Pradesh,1961,1198.1,77.6,9.8,956.9,153.8
ROW1209,West Uttar Pradesh,1962,798.2,52.6,18.1,719.7,7.8
ROW1210,West Uttar Pradesh,1963,929.7,18.6,18.4,877.2,15.5
ROW1211,West Uttar Pradesh,1964,1002,3.1,22.7,962.8,13.4
ROW1212,West Uttar Pradesh,1965,673.6,18.4,42.3,586.9,26
ROW1213,West Uttar Pradesh,1966,756.1,19,21.5,695.6,20
ROW1214,West Uttar Pradesh,1967,1157.1,0.6,39.5,1048.5,68.5
ROW1215,West Uttar Pradesh,1968,693.1,30.2,10.4,635.4,17.1
ROW1216,West Uttar Pradesh,1969,878.1,8.8,31.4,822.1,15.8
ROW1217,West Uttar Pradesh,1970,863.9,82.4,24.9,739.7,16.9
ROW1218,West Uttar Pradesh,1971,1002.9,23.4,59.1,829.9,90.5
ROW1219,West Uttar Pradesh,1972,585.1,30.3,8,528.3,18.5
ROW1220,West Uttar Pradesh,1973,806,20.2,10.5,722.5,52.8
ROW1221,West Uttar Pradesh,1974,668.9,0.9,8.8,601.5,57.7
ROW1222,West Uttar Pradesh,1975,989.4,21.2,10.3,935.3,22.6
ROW1223,West Uttar Pradesh,1976,653,13.4,16.2,619.9,3.5
ROW1224,West Uttar Pradesh,1977,994.4,18.7,42.9,887.5,45.3
ROW1225,West Uttar Pradesh,1978,1244,37.7,66.1,1127.8,12.4
ROW1226,West Uttar Pradesh,1979,558,93.7,42.8,393.8,27.7
ROW1227,West Uttar Pradesh,1980,984.6,9.3,21.9,917.8,35.6
ROW1228,West Uttar Pradesh,1981,739.5,24.2,37.4,650,27.9
ROW1229,West Uttar Pradesh,1982,969,38.8,126.1,769.4,34.7
ROW1230,West Uttar Pradesh,1983,1191.7,33.5,99,994.5,64.7
ROW1231,West Uttar Pradesh,1984,781.2,52.2,8.3,719.6,1.1
ROW1232,West Uttar Pradesh,1985,957.2,7.5,14.7,776,159
ROW1233,West Uttar Pradesh,1986,715.3,61.3,39.4,584.4,30.2
ROW1234,West Uttar Pradesh,1987,466.9,28.3,44.3,356.2,38.1
ROW1235,West Uttar Pradesh,1988,1035.5,14.9,40.7,955.9,24
ROW1236,West Uttar Pradesh,1989,657.4,25.7,17,596.2,18.5
ROW1237,West Uttar Pradesh,1990,958.2,67.5,39.7,826.4,24.6
ROW1238,West Uttar Pradesh,1991,748.8,21.8,13.1,684.3,29.6
ROW1239,West Uttar Pradesh,1992,820.7,23.9,12.2,708.3,76.3
ROW1240,West Uttar Pradesh,1993,772.1,17.2,37.4,702.3,15.2
ROW1241,West Uttar Pradesh,1994,807,41.3,18.9,746.7,0.1
ROW1242,West Uttar Pradesh,1995,826.9,41.3,11.6,771.8,2.2
ROW1243,West Uttar Pradesh,1996,941.1,80.6,6.8,817.5,36.2
ROW1244,West Uttar Pradesh,1997,445.2,4.5,44.4,374.2,22.1
ROW1245,West Uttar Pradesh,1998,867.3,11.4,42.9,772.7,40.3
ROW1246,West Uttar Pradesh,1999,786.4,20.4,8.3,723.5,34.2
ROW1247,West Uttar Pradesh,2000,771.3,31.7,27.4,712.2,0
ROW1248,West Uttar Pradesh,2001,661.7,4.8,44.2,595.2,17.5
ROW1249,West Uttar Pradesh,2002,625.2,54.4,24.2,529,17.6
ROW1250,West Uttar Pradesh,2003,1047.4,59,12.8,960.5,15.1
ROW1251,West Uttar Pradesh,2004,642.4,21.3,41.7,518,61.4
ROW1252,West Uttar Pradesh,2005,725.6,28,30.7,663.8,3.1
ROW1253,West Uttar Pradesh,2006,529.2,0.5,58.3,452,18.4
ROW1254,West Uttar Pradesh,2007,572.5,67.3,49.3,452.7,3.2
ROW1255,West Uttar Pradesh,2008,799.6,1.1,28.8,760.6,9.1
ROW1256,West Uttar Pradesh,2009,549.2,5.2,22.7,445.3,76
ROW1257,West Uttar Pradesh,2010,820.6,16.9,9.9,772.2,21.6
ROW1258,West Uttar Pradesh,2011,777.3,12.5,36.3,725.8,2.7
ROW1259,West Uttar Pradesh,2012,389.6,14.6,6.4,366,2.6
ROW1260,West Uttar Pradesh,2013,932.7,89.9,7.2,763.8,71.8
ROW1261,West Uttar Pradesh,2014,486.8,77.7,38.9,339.3,30.9
ROW1262,West Uttar Pradesh,2015,582.8,38.8,95.9,436.2,11.9
ROW1263,West Uttar Pradesh,2016,693,4.1,39.2,640.1,9.6
ROW1264,West Uttar Pradesh,2017,585.3,23.1,23.4,536.6,2.2
ROW1265,Uttarakhand,1901,1562.4,215.9,111.2,1194.1,41.2
ROW1266,Uttarakhand,1902,1324.1,17,168,1105.1,34
ROW1267,Uttarakhand,1903,1306.7,75.9,135.4,1026.6,68.8
ROW1268,Uttarakhand,1904,1492.1,45.2,153,1221,72.9
ROW1269,Uttarakhand,1905,1302.2,196.1,196.2,890.4,19.5
ROW1270,Uttarakhand,1906,1538,188.1,91.5,1232.6,25.8
ROW1271,Uttarakhand,1907,1194.3,181,243.7,769.1,0.5
ROW1272,Uttarakhand,1908,1256.1,124,84.4,1036,11.7
ROW1273,Uttarakhand,1909,1717.8,118.9,89.8,1430.9,78.2
ROW1274,Uttarakhand,1910,1963.9,73.4,92.8,1517.3,280.4
ROW1275,Uttarakhand,1911,1542.9,215.6,230.2,1001.7,95.4
ROW1276,Uttarakhand,1912,1394.3,110.1,123.7,1119.1,41.4
ROW1277,Uttarakhand,1913,1137.6,103.2,193,789.1,52.3
ROW1278,Uttarakhand,1914,1940.9,120.8,248.2,1522,49.9
ROW1279,Uttarakhand,1915,1601.2,158.7,198.8,1218.2,25.5
ROW1280,Uttarakhand,1916,1678.7,39.5,71.5,1483.9,83.8
ROW1281,Uttarakhand,1917,2103,63,263.2,1637.7,139.1
ROW1282,Uttarakhand,1918,1215.4,17.2,206,961.6,30.6
ROW1283,Uttarakhand,1919,1583.3,205.6,135.3,1189.4,53
ROW1284,Uttarakhand,1920,1328.5,58.8,176,1078.2,15.5
ROW1285,Uttarakhand,1921,1848.8,106.6,35.8,1645.7,60.7
ROW1286,Uttarakhand,1922,1860.1,120.8,44.8,1638.3,56.2
ROW1287,Uttarakhand,1923,1582.9,227.1,56.2,1175.1,124.5
ROW1288,Uttarakhand,1924,1927.1,102.6,77.9,1555.1,191.5
ROW1289,Uttarakhand,1925,1535,52,112.2,1314,56.8
ROW1290,Uttarakhand,1926,1381.3,50.2,252.8,1044.1,34.2
ROW1291,Uttarakhand,1927,1649.8,135.5,144.5,1195.8,174
ROW1292,Uttarakhand,1928,1241.8,239.6,86,863.6,52.6
ROW1293,Uttarakhand,1929,1212.1,86.1,59.2,886.8,180
ROW1294,Uttarakhand,1930,1271.2,138.4,126.5,951,55.3
ROW1295,Uttarakhand,1931,1334.2,97.7,103.9,1016.6,116
ROW1296,Uttarakhand,1932,1369.7,20.4,74.1,1205,70.2
ROW1297,Uttarakhand,1933,1595.8,118.9,165.4,1182.3,129.2
ROW1298,Uttarakhand,1934,1339.1,76.7,50.2,1168.6,43.6
ROW1299,Uttarakhand,1935,1137.1,127.5,68.7,912,28.9
ROW1300,Uttarakhand,1936,1912.3,61.6,168.6,1547.5,134.6
ROW1301,Uttarakhand,1937,1533.5,159.8,98.7,1222.7,52.3
ROW1302,Uttarakhand,1938,1529.2,207.9,49,1260,12.3
ROW1303,Uttarakhand,1939,1142.7,103.2,63.8,951.5,24.2
ROW1304,Uttarakhand,1940,1223.8,149.7,123.3,913.7,37.1
ROW1305,Uttarakhand,1941,1061.6,95.5,85.8,821.6,58.7
ROW1306,Uttarakhand,1942,1711.5,190.8,105.9,1352.1,62.7
ROW1307,Uttarakhand,1943,1366.5,78.8,97.2,1189.9,0.6
ROW1308,Uttarakhand,1944,1198.8,148.6,132.2,885.6,32.4
ROW1309,Uttarakhand,1945,1647.9,124.7,98.5,1330.8,93.9
ROW1310,Uttarakhand,1946,1526.7,48.4,206.7,1184.6,87
ROW1311,Uttarakhand,1947,1360,99,98.3,1134.9,27.8
